,residuals,drybulb,dewpnt,std_demand,log_demand,demand,0,1,2,3,4,5,6,7,8
365,0.0916681363524357,0.12113282158641545,0.14430951708556905,0.5424354568961444,12.843286837580347,378241.0,1.0,2131.0,-0.8498170915275288,0.5270777086423706,-0.8958392907349072,-0.4443781781046166,0.0,0.0,1.0
366,0.01209764511098499,0.2313910211677134,0.3026828579497317,0.5554358690506739,12.85356063031966,382147.0,1.0,2132.0,-0.8406184056344813,0.5416278206559764,-0.9106046300942113,-0.4132786077829149,0.0,0.0,0.0
367,0.028119482588985223,0.2993137939055594,0.3454956227054504,0.4563756081557542,12.775276605394945,353372.0,1.0,2133.0,-0.8311706263658095,0.5560174366570421,-0.924290722193091,-0.38168922026666435,1.0,0.0,0.0
368,0.04255701883398627,0.2888462433123982,0.3195142615080485,0.445417242558677,12.766616574038418,350325.0,1.0,2134.0,-0.8214765533024182,0.5702422926917813,-0.9368813462954265,-0.3496474552512416,0.0,1.0,0.0
369,-0.02554856001342176,0.3693300767620377,0.4502682857949731,0.5258677344680237,12.830193918343193,373321.0,1.0,2135.0,-0.8115390590073633,0.5842981736283652,-0.9483615800121691,-0.31719128858911355,0.0,0.0,0.0
370,-0.0070223620862780445,0.32583158874156776,0.3642473877435752,0.5468271261365252,12.84675742751388,379556.0,1.0,2136.0,-0.8013610881746771,0.5981809144059156,-0.9587178169872959,-0.28435918728100534,0.0,0.0,0.0
371,0.002588781952351904,0.34571993486857405,0.5004236091499575,0.5587362185311238,12.85616878659397,383145.0,1.0,2137.0,-0.7909456567567803,0.6118864012687204,-0.9679377830240616,-0.25119006388482906,0.0,0.0,0.0
372,-0.03224954906503985,0.3633984647592463,0.4514543914148545,0.5260575358438923,12.830343912049091,373377.0,1.0,2138.0,-0.7802958510707768,0.6254105729852447,-0.9760105506323674,-0.21772323039653574,0.0,0.0,0.0
373,0.0067028304142370265,0.2417422656431728,0.2911042078508896,0.5670283767383592,12.86272180304992,385664.0,1.0,2139.0,-0.7694148268839418,0.6387494220515224,-0.98292655197998,-0.18399835165769213,0.0,0.0,0.0
374,0.07354394546049897,0.2133054198650849,0.2691330132730867,0.5178429706535843,12.823852214770143,370961.0,1.0,2140.0,-0.7583058084785645,0.6518989958787101,-0.9886775902323395,-0.15005539834465878,1.0,0.0,0.0
375,0.07467257634042151,0.2421493370551291,0.3778028805422197,0.4926099466289642,12.803911396284265,363637.0,1.0,2141.0,-0.74697208769656,0.6648553979642811,-0.9932568492674126,-0.1159345995955148,0.0,1.0,0.0
376,0.012344651637535287,0.2401139799953477,0.3334086416266591,0.5778521807771252,12.871275494888566,388977.0,1.0,2142.0,-0.7354170229639884,0.6776147890466858,-0.9966589017541695,-0.08167639533043088,0.0,0.0,0.0
377,0.02316671401539727,0.287276110723424,0.4124258683987574,0.5901025622547156,12.880956563364107,392761.0,1.0,2143.0,-0.7236440382959132,0.6901733882429711,-0.9988797155850335,-0.04732138832243413,0.0,0.0,0.0
378,0.03760279103784614,0.20324494068388,0.21332956791866706,0.6058139695833135,12.893372765298192,397668.0,1.0,2144.0,-0.7116566222817784,0.7025274741691532,-0.9999166586547378,-0.012910296075019529,0.0,0.0,0.0
379,0.0982562757428247,0.11229355664107933,0.14628635978537136,0.6675879822550363,12.942190710092651,417563.0,1.0,2145.0,-0.6994583270516487,0.7146733860429594,-0.999768501979891,0.021516097436217765,0.0,0.0,0.0
380,0.11478358722495519,0.07053966038613631,0.11872352442812766,0.6850793938572414,12.956013590120072,423375.0,1.0,2146.0,-0.6870527672236716,0.7266075247685612,-0.998435421155565,0.05591699010059057,0.0,0.0,0.0
381,0.15007118679585152,0.11700395440800188,0.15159559446484044,0.603272150235657,12.891364050124535,396870.0,1.0,2147.0,-0.6744436188329479,0.7383263540031042,-0.9959189961471797,0.09025161003103448,1.0,0.0,0.0
382,0.10631402572959942,0.23307745987438935,0.37260660830273934,0.5320723488596409,12.835097218448533,375156.0,1.0,2148.0,-0.6616346182422785,0.7498264012045683,-0.9922222094179324,0.12447926388678865,0.0,1.0,0.0
383,0.06591728475439934,0.28256571295650146,0.4228184128777181,0.5485229361737116,12.848097569706313,380065.0,1.0,2149.0,-0.6486295610349848,0.7611042586607718,-0.9873494423939878,0.15855938510312595,0.0,0.0,1.0
384,0.0022251628657720124,0.2734938357757617,0.371759390002824,0.5747872697802947,12.868853397806443,388036.0,1.0,2150.0,-0.6354323008901785,0.7721565844991634,-0.9813064702716099,0.19245158197082732,0.0,0.0,0.0
385,0.03646239646212346,0.20196557338916024,0.2604349053939565,0.6091887920377653,12.896039775083489,398730.0,1.0,2151.0,-0.6220467484408717,0.7829801036770595,-0.974100455172423,0.22611568550827763,0.0,0.0,0.0
