,date,year,month,day_of_week,holiday,demand,drybulb,dewpnt,log_demand,std_demand
0,2008-01-01,2008,Jan,Tue,True,344760.0,0.33711328215864156,0.4830273933916973,12.750603801761336,0.42515475093354604
1,2008-01-02,2008,Jan,Wed,False,390099.0,0.2693649685973482,0.3615927704038407,12.874155832046192,0.5814969467504422
2,2008-01-03,2008,Jan,Thu,False,431247.0,0.08938125145382647,0.13465122846653488,12.974436290781771,0.7083913982628897
3,2008-01-04,2008,Jan,Fri,False,416866.0,0.20208187950686204,0.24744422479525555,12.940520106213578,0.6654740074527411
4,2008-01-05,2008,Jan,Sat,False,363081.0,0.3433356594556874,0.38011861056198815,12.802381228850718,0.4906736794872881
5,2008-01-06,2008,Jan,Sun,False,338633.0,0.4344033496161898,0.5324484608867551,12.732672204062188,0.4024641860571418
6,2008-01-07,2008,Jan,Mon,False,362265.0,0.4881367759944173,0.6075684834792431,12.80013126719314,0.48782658789973193
7,2008-01-08,2008,Jan,Tue,False,352852.0,0.561235170969993,0.6706580062129341,12.773803984543846,0.454512160206452
8,2008-01-09,2008,Jan,Wed,False,352194.0,0.5831588741567807,0.6298785653770121,12.771937439124004,0.45215024184009805
9,2008-01-10,2008,Jan,Thu,False,359180.0,0.4623168178646197,0.46472747811352727,12.791578934572728,0.47700450380974097
10,2008-01-11,2008,Jan,Fri,False,364853.0,0.4510932775063969,0.5961027958203897,12.807249811717176,0.4968343628374812
11,2008-01-12,2008,Jan,Sat,False,332650.0,0.45533845080251223,0.5310929116068906,12.714846165170034,0.37990719483092417
12,2008-01-13,2008,Jan,Sun,False,333000.0,0.3965457083042568,0.4758542784524145,12.71589776896258,0.3812378896457088
13,2008-01-14,2008,Jan,Mon,False,377343.0,0.35095371016515464,0.481389438011861,12.84090986712357,0.5394276489325863
14,2008-01-15,2008,Jan,Tue,False,380906.0,0.3256571295650151,0.43880259813611977,12.850307904508554,0.5513198841127792
15,2008-01-16,2008,Jan,Wed,False,388041.0,0.29233542684345193,0.32883366280711657,12.868866283125811,0.5748035748067635
16,2008-01-17,2008,Jan,Thu,False,393317.0,0.2776808560130263,0.35724371646427566,12.882371181487805,0.5918926138078241
17,2008-01-18,2008,Jan,Fri,False,369125.0,0.42562223772970464,0.5078226489692177,12.818890619046224,0.5115645892425738
18,2008-01-19,2008,Jan,Sat,False,353094.0,0.3456036287508723,0.3458909912454109,12.774489589418666,0.4553797216001815
19,2008-01-20,2008,Jan,Sun,False,356936.0,0.25395440800186087,0.2516238350748376,12.785311772981999,0.46907406509193983
20,2008-01-21,2008,Jan,Mon,True,404342.0,0.19283554314956966,0.18780005648121997,12.910016333488379,0.6268746675830368
21,2008-01-22,2008,Jan,Tue,False,400312.0,0.3059432426145615,0.37407512002259247,12.89999952204821,0.6141994384344007
22,2008-01-23,2008,Jan,Wed,False,381278.0,0.35089555710630377,0.35458909912454106,12.851284046829932,0.5525550903137789
23,2008-01-24,2008,Jan,Thu,False,393046.0,0.2703535705978134,0.31985314882801463,12.881681932347831,0.5910204409769934
24,2008-01-25,2008,Jan,Fri,False,395305.0,0.24086996976040936,0.25907935611409205,12.887412897826085,0.5982723794919269
25,2008-01-26,2008,Jan,Sat,False,364650.0,0.2852989067224936,0.3343688223665631,12.80669326841238,0.4961301153869259
26,2008-01-27,2008,Jan,Sun,False,358436.0,0.31123517096999304,0.417339734538266,12.789505401467078,0.4743806641359706
27,2008-01-28,2008,Jan,Mon,False,386917.0,0.3264131193300768,0.3505224512849477,12.865965478725641,0.5711329096747355
28,2008-01-29,2008,Jan,Tue,False,379215.0,0.3658990462898349,0.41338604913866145,12.845858605542674,0.5456897607666241
29,2008-01-30,2008,Jan,Wed,False,371935.0,0.4401023493835776,0.5103643038689636,12.826474386805216,0.5211610556160741
30,2008-01-31,2008,Jan,Thu,False,381345.0,0.32257501744591766,0.3039819260096018,12.851459756191366,0.5527774321670762
31,2008-02-01,2008,Feb,Fri,False,385098.0,0.3534542916957432,0.46263767297373615,12.861253126333269,0.565169919679444
32,2008-02-02,2008,Feb,Sat,False,337447.0,0.444870900209351,0.5364021462863598,12.729163739926078,0.3980245909673665
33,2008-02-03,2008,Feb,Sun,False,329319.0,0.41591067690160505,0.48969217735103077,12.704782164847567,0.367172253078135
34,2008-02-04,2008,Feb,Mon,False,368321.0,0.39544080018608985,0.4769839028523016,12.816710119542378,0.5088053947588985
35,2008-02-05,2008,Feb,Tue,False,368759.0,0.44097464526634106,0.5937870658006212,12.817898593117986,0.5103092839952997
36,2008-02-06,2008,Feb,Wed,False,365848.0,0.43324028843917195,0.5934481784806552,12.8099732255759,0.5002805587584185
37,2008-02-07,2008,Feb,Thu,False,373981.0,0.3489765061642242,0.4968652922903134,12.831960272967159,0.5281028718418548
38,2008-02-08,2008,Feb,Fri,False,375159.0,0.3257734356827169,0.46800338887319964,12.835105215089948,0.5320824677745184
39,2008-02-09,2008,Feb,Sat,False,350625.0,0.3393230983949756,0.4755153911324484,12.767472555259097,0.4465003974312477
40,2008-02-10,2008,Feb,Sun,False,342553.0,0.3681670155850198,0.4704885625529512,12.744181669238266,0.41702821267942713
41,2008-02-11,2008,Feb,Mon,False,409548.0,0.18957897185391953,0.20073425585992657,12.922809391523206,0.6430629469643349
42,2008-02-12,2008,Feb,Tue,False,403269.0,0.21906257269132354,0.26845523863315446,12.907359112050445,0.6235122312602949
43,2008-02-13,2008,Feb,Wed,False,389370.0,0.3836938822982089,0.541259531205874,12.872285327349914,0.5791300183330971
44,2008-02-14,2008,Feb,Thu,False,373910.0,0.3631658525238427,0.4191471335780853,12.831770405726576,0.527862614670541
45,2008-02-15,2008,Feb,Fri,False,371386.0,0.38741567806466626,0.428748940977125,12.824997231982938,0.5192918703995772
46,2008-02-16,2008,Feb,Sat,False,357563.0,0.25436147941381715,0.24546738209545327,12.787066849366838,0.47129493103157266
47,2008-02-17,2008,Feb,Sun,False,346674.0,0.32903000697836704,0.40802033323919795,12.75614013607186,0.43216040402470174
48,2008-02-18,2008,Feb,Mon,True,345660.0,0.5616422423819493,0.7042643321095736,12.753210911954485,0.4284537767074945
49,2008-02-19,2008,Feb,Tue,False,361501.0,0.4066061874854618,0.4214063823778593,12.79802008682886,0.4851551095504387
50,2008-02-20,2008,Feb,Wed,False,382824.0,0.2840776924866248,0.27500706015249926,12.855330632520394,0.5576756220521037
51,2008-02-21,2008,Feb,Thu,False,388770.0,0.2480227959990695,0.2250776616774922,12.87074318809757,0.577178602104558
52,2008-02-22,2008,Feb,Fri,False,389390.0,0.27285415212840197,0.38582321378141765,12.872336691056331,0.5791950137413312
53,2008-02-23,2008,Feb,Sat,False,352245.0,0.3091998139102117,0.41078791301892115,12.772082235196025,0.45233346615291015
54,2008-02-24,2008,Feb,Sun,False,342223.0,0.3153640381484066,0.357639085004236,12.743217850338228,0.41580860048159957
55,2008-02-25,2008,Feb,Mon,False,367544.0,0.36607350546638756,0.39531205874046876,12.814598318359373,0.5061331308283213
56,2008-02-26,2008,Feb,Tue,False,374948.0,0.3807280762968132,0.49426715617057326,12.83454262867077,0.5313705733935977
57,2008-02-27,2008,Feb,Wed,False,371946.0,0.37008606652709936,0.4921773510307823,12.826503961428042,0.5211984792137463
58,2008-02-28,2008,Feb,Thu,False,389413.0,0.22575017445917656,0.265970064953403,12.872395756057381,0.5792697543339287
59,2008-03-01,2008,Mar,Sat,False,355377.0,0.3619446382879739,0.48443942389155603,12.78093447679536,0.46353505374601495
60,2008-03-02,2008,Mar,Sun,False,339742.0,0.3500232612235403,0.3475289466252471,12.735941785010628,0.40660149941169793
61,2008-03-03,2008,Mar,Mon,False,368747.0,0.398639218422889,0.4383507483761649,12.817866051009853,0.5102681053547676
62,2008-03-04,2008,Mar,Tue,False,356974.0,0.517329611537567,0.6311211522168878,12.785418228977953,0.4692087740410929
63,2008-03-05,2008,Mar,Wed,False,359215.0,0.46342172598278675,0.5802315730019768,12.791676374003758,0.4771278032372885
64,2008-03-06,2008,Mar,Thu,False,356598.0,0.4116655036054897,0.46043490539395643,12.784364375870492,0.46787523295310735
65,2008-03-07,2008,Mar,Fri,False,355007.0,0.42521516631774836,0.5306975430669302,12.779892786573008,0.4622169035193601
66,2008-03-08,2008,Mar,Sat,False,335205.0,0.4492323796231682,0.604970347359503,12.722497563946597,0.38958924119665833
67,2008-03-09,2008,Mar,Sun,False,316277.0,0.38052327639390354,0.37790356445612266,12.664373690873658,0.3160395478030757
68,2008-03-10,2008,Mar,Mon,False,370639.0,0.319027680856013,0.3089522733691048,12.82298382205106,0.5167441103255145
69,2008-03-11,2008,Mar,Tue,False,366557.0,0.3471156082809956,0.3477548715052245,12.811909313454793,0.5027304758466494
70,2008-03-12,2008,Mar,Wed,False,364097.0,0.4157362177250523,0.5133013273086698,12.805175594634935,0.4942096576627404
71,2008-03-13,2008,Mar,Thu,False,363883.0,0.3649685973482205,0.3414289748658571,12.804587666378213,0.49346569583202926
72,2008-03-14,2008,Mar,Fri,False,351757.0,0.4519074203303094,0.5214911042078509,12.770695875276136,0.450579172406637
73,2008-03-15,2008,Mar,Sat,False,330159.0,0.42725052337752967,0.5588816718441117,12.707329635587373,0.3703958113500819
74,2008-03-16,2008,Mar,Sun,False,323218.0,0.42940218655501283,0.5264614515673538,12.686082297147584,0.3435095227210515
75,2008-03-17,2008,Mar,Mon,False,360491.0,0.38962549430100024,0.33854843264614515,12.795222270069566,0.4816147645262989
76,2008-03-18,2008,Mar,Tue,False,362123.0,0.3863107699464992,0.31793278734820674,12.799739212101619,0.4873304831109361
77,2008-03-19,2008,Mar,Wed,False,367592.0,0.4219004419632473,0.5514261508048574,12.81472890644122,0.5062983764128445
78,2008-03-20,2008,Mar,Thu,False,357344.0,0.46313096068853227,0.5678621858232138,12.786454182245519,0.4705196647503881
79,2008-03-21,2008,Mar,Fri,False,354791.0,0.3681670155850198,0.3190059305280994,12.779284162692221,0.46144675353696474
80,2008-03-22,2008,Mar,Sat,False,331906.0,0.3870667597115609,0.2693589381530641,12.712607075278923,0.3770738603288476
81,2008-03-23,2008,Mar,Sun,False,313091.0,0.375261688764829,0.25275345947472466,12.654249162091393,0.30322801360342483
82,2008-03-24,2008,Mar,Mon,False,355407.0,0.3729355664107932,0.34583451002541654,12.781018890625774,0.4636418706358194
83,2008-03-25,2008,Mar,Tue,False,357638.0,0.3725866480576878,0.35521039254447895,12.787276580617982,0.4715603240345028
84,2008-03-26,2008,Mar,Wed,False,348409.0,0.5138985810653641,0.5003106467099689,12.761132356003413,0.438477537173388
85,2008-03-27,2008,Mar,Thu,False,349519.0,0.4698185624563852,0.45535159559446475,12.76431320255462,0.44250256641188507
86,2008-03-28,2008,Mar,Fri,False,354502.0,0.4192254012561061,0.5517650381248235,12.778469266687347,0.4604155877158068
87,2008-03-29,2008,Mar,Sat,False,331935.0,0.35851360781577113,0.3631177633436882,12.712694445598077,0.377184418346504
88,2008-03-30,2008,Mar,Sun,False,323689.0,0.3777622702954176,0.31742445636825756,12.687538457254757,0.3453521413173749
89,2008-03-31,2008,Mar,Mon,False,362181.0,0.4273086764363806,0.5384354702061565,12.799899365849559,0.4875331409593219
90,2008-04-01,2008,Apr,Tue,False,345468.0,0.6121772505233776,0.7445919231855409,12.752655298508236,0.4277507058958563
91,2008-04-02,2008,Apr,Wed,False,342540.0,0.4742381949290533,0.39491669020050835,12.74414371818636,0.4169801895852301
92,2008-04-03,2008,Apr,Thu,False,348438.0,0.4559781344498721,0.3326743857667326,12.761215588047223,0.438582858635622
93,2008-04-04,2008,Apr,Fri,False,350221.0,0.46487555245405915,0.5813047161818695,12.766319662769883,0.44504153234510535
94,2008-04-05,2008,Apr,Sat,False,312385.0,0.5066294487090021,0.6177915842982208,12.651991680429976,0.30037140623607894
95,2008-04-06,2008,Apr,Sun,False,314504.0,0.46894626657362176,0.5791019486020897,12.658752073642706,0.3089259780794311
96,2008-04-07,2008,Apr,Mon,False,343861.0,0.4772621539892999,0.5312058740468794,12.747992784929908,0.4218507817166965
97,2008-04-08,2008,Apr,Tue,False,339318.0,0.49302163293789253,0.4995763908500423,12.734692999763077,0.40502129205083365
98,2008-04-09,2008,Apr,Wed,False,338141.0,0.5161083973016981,0.5724936458627505,12.731218247241527,0.4006243554898813
99,2008-04-10,2008,Apr,Thu,False,330041.0,0.6310188415910677,0.5922055916407795,12.706972168149454,0.36994347362606067
100,2008-04-11,2008,Apr,Fri,False,327664.0,0.5244242847173761,0.5591640779440835,12.699743972076094,0.36079694609997554
101,2008-04-12,2008,Apr,Sat,False,300993.0,0.5956617818097232,0.6971476983902853,12.614842287646638,0.2533627279681404
102,2008-04-13,2008,Apr,Sun,False,294917.0,0.5159920911839964,0.5493363456650663,12.594449239801747,0.22755745490125104
103,2008-04-14,2008,Apr,Mon,False,332557.0,0.49220749011398,0.44258683987574127,12.714566552957276,0.37955337476646245
104,2008-04-15,2008,Apr,Tue,False,332104.0,0.511746917887881,0.4123693871787631,12.713203451857193,0.3778285126284952
105,2008-04-16,2008,Apr,Wed,False,329089.0,0.5553035589672016,0.4568765885343123,12.704083509881784,0.36628817815668674
